SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION, ,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,j,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,501 Riverdale Ave Unit 6H,Yonkers,NY,10705,97000,1,1,Yonkers,850,,1953,24,114,,Active,,,http://www.redfin.com/NY/Yonkers/501-Riverdale-Ave-10705/unit-6H/home/54974138,HGMLS,5126839,N,Y,40.9151414,-73.9024085
MLS Listing,,Condo/Co-op,1160 Colgate Ave Unit 1D,Bronx,NY,10472,120000,2,1,Bronx,791,,1927,25,152,,Active,,,http://www.redfin.com/NY/The-Bronx/1160-Colgate-Ave-10472/unit-1D/home/170105839,HGMLS,5125109,N,Y,40.8279037,-73.881623
MLS Listing,,Condo/Co-op,814 Tilden St Unit 1A,Bronx,NY,10467,65000,0,1,Bronx,530,,1962,26,123,,Active,,,http://www.redfin.com/NY/The-Bronx/814-Tilden-St-10467/unit-1A/home/44805486,HGMLS,5126664,N,Y,40.8767393,-73.8614649
MLS Listing,,Condo/Co-op,1100 Clove Rd Unit 7j,Staten Island,NY,10301,135000,0,1,Clove Lake,476,,1968,27,277,600,Active,,,http://www.redfin.com/NY/Unknown/1100-Clove-Rd-10301/unit-7-J/home/112343644,SIBORMLS,1134309,N,Y,40.6189492,-74.1071576
MLS Listing,,Condo/Co-op,55 Tulip Ave Unit 7-  2,Floral Park,NY,11001,169000,0,1,Floral Park /Bellerose,,,1953,28,,,Active,January-11-2020 12:00 PM,January-11-2020 02:00 PM,http://www.redfin.com/NY/Floral-Park/55-Tulip-Ave-11001/unit-72/home/21451974,MLSLI,3185779,N,Y,40.726153,-73.7062926
MLS Listing,,Condo/Co-op,1165 Fulton Ave Unit SL,Bronx,NY,10456,149000,2,1,Bronx,900,,1927,28,166,,Active,,,http://www.redfin.com/NY/The-Bronx/1165-Fulton-Ave-10456/unit-SL/home/44806998,HGMLS,5126025,N,Y,40.8295018,-73.9056237
MLS Listing,,Condo/Co-op,245 Bronx River Rise Unit 8G,Yonkers,NY,10704,139000,1,1,Yonkers,800,,1970,29,174,,Active,,,http://www.redfin.com/NY/Yonkers/245-Bronx-River-Rd-10704/unit-8G/home/21656596,HGMLS,5125453,N,Y,40.9091558,-73.8555185
MLS Listing,,Condo/Co-op,43 Edgewater Park Unit B,Bronx,NY,10465,110000,2,1,Bronx,685,,1920,30,161,,Active,,,http://www.redfin.com/NY/The-Bronx/43-Edgewater-Park-10465/unit-B/home/170037861,HGMLS,5125511,N,Y,40.8225199,-73.8111246
MLS Listing,,Condo/Co-op,1717 E 14th St Unit J,Brooklyn,NY,11229,159500,1,1,Brooklyn,550,,1932,31,290,,Active,,,http://www.redfin.com/NY/Brooklyn/1717-E-14th-St-11229/unit-J/home/170035229,HGMLS,5125242,N,Y,40.6077014,-73.958782
MLS Listing,,Condo/Co-op,491 Riverdale Ave Unit 4E,Yonkers,NY,10705,110000,1,1,Yonkers,800,,1956,32,138,,Active,,,http://www.redfin.com/NY/Yonkers/491-Riverdale-Ave-10705/unit-4E/home/170033566,HGMLS,5125128,N,Y,40.9156924,-73.9025307
MLS Listing,,Condo/Co-op,400 E 161 St Unit 3A,Bronx,NY,10451,115000,1,1,Bronx,450,,1925,34,256,,Active,,,http://www.redfin.com/NY/The-Bronx/400-E-161-St-10451/unit-3A/home/170015270,HGMLS,5124538,N,Y,40.8239768,-73.9136669
MLS Listing,,Condo/Co-op,400 E 161 St Unit 5A,Bronx,NY,10451,115000,1,1,Bronx,450,,1925,34,256,,Active,,,http://www.redfin.com/NY/The-Bronx/400-E-161-St-10451/unit-5A/home/170015269,HGMLS,5123101,N,Y,40.8239768,-73.9136669
MLS Listing,,Condo/Co-op,Unit at 40 E 43rd St,Brooklyn,NY,11203,175000,1,1,East Flatbush,,,,34,,,Active,,,http://www.redfin.com/NY/Unknown/40-E-43rd-St-11203/home/147153597,REBNY,UCOM1775574,N,Y,40.6554262,-73.9379352
MLS Listing,,Condo/Co-op,530 Riverdale Unit 2E,Yonkers,NY,10705,119000,1,1,Yonkers,700,,1956,35,170,,Active,,,http://www.redfin.com/NY/Yonkers/530-Riverdale-Ave-10705/unit-2E/home/40405181,HGMLS,5124303,N,Y,40.9140754,-73.9019492
MLS Listing,,Single Family Residential,36 Dare Ct,Brooklyn,NY,11229,150000,,,Brooklyn,,1800,,35,,,Active,,,http://www.redfin.com/NY/Brooklyn/36-Dare-Ct-11229/home/170009977,BNYMLS,435145,N,Y,40.5877103,-73.9215251
MLS Listing,,Condo/Co-op,144-55 Melbourne Ave Unit 1 A,Flushing,NY,11367,167888,2,1,Mainstay 1,1000,,1955,36,168,,Active,,,http://www.redfin.com/NY/Unknown/144-55-Melbourne-Ave-11367/unit-1A/home/144713123,MLSLI,3183910,N,Y,40.7349131,-73.8233024
MLS Listing,,Condo/Co-op,1100 Clove Rd Unit 9f,Staten Island,NY,10301,128000,0,1,Clove Lake,,,1968,37,,625,Active,,,http://www.redfin.com/NY/Staten-Island/1100-Clove-Rd-10301/unit-9F/home/77421897,SIBORMLS,1134121,N,Y,40.6189484,-74.1071576
MLS Listing,,Condo/Co-op,86-10 151 Ave Unit 3A,Howard Beach,NY,11414,168888,1,1,Lindenwood,895,,1966,37,189,,Active,,,http://www.redfin.com/NY/Jamaica/86-10-151st-Ave-11414/unit-3A/home/20646520,MLSLI,3183700,N,Y,40.667896,-73.848862
