PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,YEAR_BUILT,URL_(SEE_http://www.redfin.com/buy-a-home/comparative-market-analysis_FOR_INFO_ON_PRICING),LATITUDE,LONGITUDE,AGE,CITY numeric,Total_Num_ofComplaints,PCT,Total_crimes,Level_A_SchoolCount,Level_B_SchoolCount,Level_C_SchoolCount,Level_D_SchoolCount,Level_F_SchoolCount,Total_Number_of_Schools,Num_Complaints_schools,Population,People/Sq_Mile,Total_Num_ofHospitals,Total_Num_of_Subways,min_dist_station,Num_of_Retail_stores,min_dist_retail_store,Num_of_Retail_stores_Zipcode
Multi-Family (2-4 Unit),FLUSHING,NY,11367,849000.0,4.0,4.0,Flushing,2671.837606837607,1950.0,http://www.redfin.com/NY/Flushing/64-10-136th-St-11367/home/20830272,40.73846500000001,-73.83088599999998,71.0,608,14554,107,1682,44,39,15,2,0,100,454.0,38216.0,20384.04,9,9,1.3574289914755007,3,0.5928745459555759,4.0
Townhouse,FLUSHING,NY,11367,849000.0,3.0,2.5,Flushing,1682.4652173913046,1940.0,http://www.redfin.com/NY/Flushing/141-22-Union-Tpke-11367/home/20826652,40.717028000000006,-73.818404,81.0,608,14281,107,1682,36,36,22,4,0,98,408.0,38216.0,20384.04,10,14,0.5542671641950309,14,0.20214814789346122,4.0
Townhouse,FLUSHING,NY,11367,899000.0,3.0,2.5,Flushing,1682.4652173913046,1950.0,http://www.redfin.com/NY/Flushing/153-31-78th-Rd-11367/home/20824378,40.721769,-73.81047,71.0,608,13241,107,1682,35,31,19,4,0,89,362.0,38216.0,20384.04,9,12,1.0185011409171016,11,0.15724457120317065,4.0
Single Family Residential,FLUSHING,NY,11367,899000.0,3.0,2.0,Flushing,1479.3079754601224,1950.0,http://www.redfin.com/NY/Flushing/138-58-62nd-Rd-11367/home/20826209,40.740257799999995,-73.8260834,71.0,608,13341,107,1682,39,34,14,2,0,89,411.0,38216.0,20384.04,9,8,1.3527124139430544,6,0.4146703193987288,4.0
Townhouse,KEW GARDEN HILLS,NY,11367,855000.0,3.0,2.5,Kew Garden Hills,1682.4652173913046,1955.0,http://www.redfin.com/NY/Flushing/150-60-76th-Rd-11367/home/20820314,40.723658,-73.813041,66.0,1108,12816,107,1682,35,30,18,4,0,87,371.0,38216.0,20384.04,9,12,1.0757125918159551,11,0.21687094451434144,4.0
Townhouse,KEW GARDEN HILLS,NY,11367,899000.0,3.0,1.5,Kew Garden Hills,1406.5691489361704,1945.0,http://www.redfin.com/NY/Flushing/147-16-76th-Rd-11367/home/20820191,40.72257000000001,-73.816664,76.0,1108,13067,107,1682,36,33,16,4,0,89,380.0,38216.0,20384.04,10,13,0.9382180711985181,15,0.31272310404878473,4.0
Single Family Residential,FLUSHING,NY,11367,888000.0,3.0,2.5,Flushing,1682.4652173913046,1960.0,http://www.redfin.com/NY/Flushing/150-09-Reeves-Ave-11367/home/20830633,40.738963,-73.819519,61.0,608,11851,107,1682,38,34,14,2,0,88,408.0,38216.0,20384.04,8,6,1.5288210954779995,7,0.24490389940778276,4.0
Single Family Residential,FLUSHING,NY,11367,888000.0,4.0,3.0,Flushing,2113.741463414634,1925.0,http://www.redfin.com/NY/Flushing/61-25-157th-St-11367/home/20819449,40.737860999999995,-73.811097,96.0,608,10232,107,1682,41,35,14,3,0,93,405.0,38216.0,20384.04,7,3,1.800061447749232,9,0.2624634580436653,4.0
Townhouse,KEW GARDEN HILLS,NY,11367,869000.0,4.0,2.0,Kew Garden Hills,1808.48,1945.0,http://www.redfin.com/NY/Flushing/138-36-76th-Ave-11367/home/20826826,40.7217861,-73.8216065,76.0,1108,12890,107,1682,37,34,20,4,0,95,401.0,38216.0,20384.04,10,13,0.7072917304440748,13,0.3175889535294084,4.0
Townhouse,KEW GARDEN HILLS,NY,11367,918000.0,3.0,2.5,Kew Garden Hills,1260.0,1940.0,http://www.redfin.com/NY/Flushing/137-66-70th-Rd-11367/home/20827185,40.727759999999996,-73.825273,81.0,1108,11134,107,1682,39,33,20,3,0,95,434.0,38216.0,20384.04,10,10,0.9072770025420825,7,0.2047803501712012,4.0
Townhouse,FLUSHING,NY,11367,950000.0,3.0,1.5,Flushing,1406.5691489361704,1950.0,http://www.redfin.com/NY/Flushing/64-29-136th-St-11367/home/20827811,40.73795,-73.830023,71.0,608,14233,107,1682,43,38,15,2,0,98,445.0,38216.0,20384.04,9,9,1.356237059155625,4,0.6088457564032267,4.0
Single Family Residential,FLUSHING,NY,11367,950000.0,4.0,2.0,Flushing,1808.48,1950.0,http://www.redfin.com/NY/Flushing/137-07-63rd-Ave-11367/home/20828700,40.74022,-73.828868,71.0,608,14412,107,1682,40,35,14,2,0,91,417.0,38216.0,20384.04,9,9,1.3269013912563323,4,0.44094913332763946,4.0
Townhouse,FLUSHING,NY,11367,999999.0,3.0,2.5,Flushing,1682.4652173913046,1956.0,http://www.redfin.com/NY/Flushing/144-14-Gravett-Rd-11367/home/20825706,40.734916,-73.824562,65.0,608,12300,107,1682,40,35,17,2,0,94,433.0,38216.0,20384.04,9,9,1.3269340990276068,6,0.606581368205972,4.0
Townhouse,KEW GARDEN HILLS,NY,11367,988000.0,4.0,3.0,Kew Garden Hills,2026.0,1950.0,http://www.redfin.com/NY/Flushing/14430-68th-Ave-11367/home/20830240,40.73343300000001,-73.823915,71.0,1108,11843,107,1682,40,34,17,2,0,93,430.0,38216.0,20384.04,9,8,1.2580714376720892,7,0.4991420231576209,4.0
Multi-Family (2-4 Unit),KEW GARDEN HILLS,NY,11367,987888.0,5.0,2.0,Kew Garden Hills,2057.7727272727275,1950.0,http://www.redfin.com/NY/Flushing/137-35-70th-Rd-11367/home/20827730,40.727865,-73.82663199999998,71.0,1108,11249,107,1682,39,32,20,2,0,93,406.0,38216.0,20384.04,10,10,0.8647895138861684,7,0.272431276329227,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,168888.0,1.0,1.0,Lindenwood,943.4822134387352,1966.0,http://www.redfin.com/NY/Jamaica/86-10-151st-Ave-11414/unit-3A/home/20646520,40.667896,-73.848862,55.0,824,15723,106,2092,14,31,28,1,2,76,439.0,28121.0,12292.73,14,20,0.7380139241245219,11,0.35661699678384384,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,105000.0,0.0,1.0,Pembroke,1352.9759036144576,1965.0,http://www.redfin.com/NY/Howard-Beach/84-29-155th-Ave-11414/unit-5N/home/160409993,40.66519570000001,-73.8485628,56.0,824,14766,106,2092,14,30,27,1,1,73,428.0,28121.0,12292.73,14,17,0.7888713575285992,8,0.43820440856834825,4.0
Single Family Residential,HOWARD BEACH,NY,11414,1475000.0,5.0,4.0,Howard Beach,6100.0,1960.0,http://www.redfin.com/NY/Jamaica/163-11-88th-St-11414/home/20680423,40.651708899999996,-73.842551,61.0,824,5421,106,2092,9,22,22,1,0,54,356.0,28121.0,12292.73,11,5,0.8830148531464055,4,0.22982860648713624,4.0
Single Family Residential,HOWARD BEACH,NY,11414,1849000.0,4.0,4.0,Howard Beach,3800.0,2004.0,http://www.redfin.com/NY/Jamaica/158-24-85th-St-11414/home/20684084,40.659009999999995,-73.847817,17.0,824,11765,106,2092,13,28,25,1,1,68,411.0,28121.0,12292.73,13,11,0.9239381966685057,6,0.46737708591267857,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,179000.0,1.0,1.0,Vineyard,943.4822134387352,1960.0,http://www.redfin.com/NY/Howard-Beach/8921-Shore-Pkwy-11414/unit-2/home/169895508,40.6649746,-73.84543359999998,61.0,824,13511,106,2092,14,31,25,1,1,72,421.0,28121.0,12292.73,14,13,0.6374922532934276,7,0.34915909342005746,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,189888.0,1.0,1.0,Greenwood Arms,943.4822134387352,1960.0,http://www.redfin.com/NY/Jamaica/86-10-151st-Ave-11414/unit-4H/home/20647879,40.667896,-73.848862,61.0,824,15723,106,2092,14,31,28,1,2,76,439.0,28121.0,12292.73,14,20,0.7380139241245219,11,0.35661699678384384,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,199000.0,1.0,1.0,Barclay West,943.4822134387352,1965.0,http://www.redfin.com/NY/Jamaica/8808-151st-Ave-11414/unit-GC/home/147903512,40.6680192,-73.84700629999998,56.0,824,15416,106,2092,14,30,25,1,1,71,418.0,28121.0,12292.73,15,19,0.6459465671414826,7,0.26232990616192786,4.0
Single Family Residential,HOWARD BEACH,NY,11414,185000.0,3.0,1.5,Howard Beach,1406.5691489361704,1984.0,http://www.redfin.com/NY/Unknown/163-45-Cross-Bay-Blvd-11414/home/133955232,40.651687700000004,-73.8379249,37.0,824,4682,106,2092,8,19,17,1,0,45,244.0,28121.0,12292.73,10,3,0.7271408813550063,4,0.021491469212045054,4.0
Multi-Family (2-4 Unit),HOWARD BEACH,NY,11414,1050000.0,4.0,3.5,Howard Beach,3120.0,1970.0,http://www.redfin.com/NY/Jamaica/164-26-95th-St-11414/home/20681792,40.650103,-73.83591,51.0,824,3898,106,2092,8,19,14,1,0,42,231.0,28121.0,12292.73,10,3,0.774908525012506,4,0.17340524577711017,4.0
Multi-Family (2-4 Unit),HOWARD BEACH,NY,11414,1200000.0,5.0,2.5,Old Howard Beach,2192.644444444445,1965.0,http://www.redfin.com/NY/Jamaica/96-12-156th-Ave-11414/home/20682987,40.663675,-73.83743199999998,56.0,824,10837,106,2092,12,27,24,1,1,65,325.0,28121.0,12292.73,12,11,0.3613481771796581,5,0.4382154495898378,4.0
Multi-Family (2-4 Unit),HOWARD BEACH,NY,11414,1099000.0,6.0,5.0,Howard Beach,2544.0,1960.0,http://www.redfin.com/NY/Jamaica/153-19-80th-St-11414/home/20728495,40.665114,-73.853669,61.0,824,16527,106,2092,15,28,32,1,2,78,487.0,28121.0,12292.73,16,21,1.0177462879956207,21,0.4127632744096744,4.0
Multi-Family (2-4 Unit),HOWARD BEACH,NY,11414,1199000.0,6.0,3.0,Howard Beach,3672.0,1955.0,http://www.redfin.com/NY/Howard-Beach/150-9-89th-St-11414/home/168861202,40.6694323,-73.8460976,66.0,824,15601,106,2092,14,32,24,1,1,72,421.0,28121.0,12292.73,15,20,0.5644671129381952,9,0.1949273848953824,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,229000.0,1.0,1.0,Cumberland,943.4822134387352,1960.0,http://www.redfin.com/NY/Howard-Beach/84-20-153rd-Ave-11414/unit-2J/home/20644697,40.6662441,-73.8489373,61.0,824,15153,106,2092,14,30,27,1,2,74,433.0,28121.0,12292.73,14,18,0.7920672343687095,9,0.4094464570865944,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,247000.0,2.0,2.0,Ardsley,1189.2444649446495,1965.0,http://www.redfin.com/NY/Howard-Beach/153-25-88th-St-11414/unit-6K/home/21454783,40.66610120000001,-73.8471882,56.0,824,14586,106,2092,14,31,25,1,1,72,423.0,28121.0,12292.73,15,16,0.7039479643321699,7,0.34288181564912945,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,234999.0,2.0,1.0,Carlton Ii,1002.4694280078895,1965.0,http://www.redfin.com/NY/Howard-Beach/88-29-155th-Ave-11414/unit-2B/home/20648813,40.6663817,-73.8459103,56.0,824,14377,106,2092,14,30,24,1,1,70,415.0,28121.0,12292.73,14,17,0.6343984884867699,8,0.28227607804322846,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,239000.0,3.0,1.0,Lindenwood,1498.909090909091,1968.0,http://www.redfin.com/NY/Howard-Beach/88-30-155th-Ave-11414/unit-LR/home/169196352,40.665564399999994,-73.8465071,53.0,824,14204,106,2092,14,31,25,1,1,72,423.0,28121.0,12292.73,14,16,0.6782178915207954,6,0.3456404685978352,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,249000.0,2.0,1.0,Barclay East,1002.4694280078895,1965.0,http://www.redfin.com/NY/Howard-Beach/88-12-151st-Ave-11414/unit-4B/home/20631581,40.6679271,-73.84636309999998,56.0,824,15179,106,2092,14,30,25,1,1,71,418.0,28121.0,12292.73,15,19,0.6187228899156078,8,0.23436343175157023,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,239000.0,1.0,1.0,Dorchester,943.4822134387352,1960.0,http://www.redfin.com/NY/Jamaica/151-31-88th-St-11414/unit-4G/home/40327931,40.6668092,-73.84719009999998,61.0,824,14970,106,2092,14,30,25,1,1,71,418.0,28121.0,12292.73,15,19,0.6947516326027862,8,0.3118926318427384,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,269999.0,2.0,1.0,Vineyard,1002.4694280078895,1960.0,http://www.redfin.com/NY/Howard-Beach/8924-155th-Ave-11414/unit-1/home/20647125,40.666269899999996,-73.84571,61.0,824,14290,106,2092,14,31,24,1,1,71,418.0,28121.0,12292.73,14,16,0.6257487682566755,8,0.28152449355811776,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,275000.0,2.0,2.0,Greenwood Arms 1,1189.2444649446495,1965.0,http://www.redfin.com/NY/Jamaica/86-10-151st-Ave-11414/unit-6L/home/144211701,40.667896,-73.848862,56.0,824,15723,106,2092,14,31,28,1,2,76,439.0,28121.0,12292.73,14,20,0.7380139241245219,11,0.35661699678384384,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,266000.0,2.0,1.0,Lindenwood Gardens,1002.4694280078895,1960.0,http://www.redfin.com/NY/Howard-Beach/80-35-Shore-Pkwy-11414/unit-1/home/169253317,40.6618113,-73.852182,61.0,824,14537,106,2092,14,28,31,1,2,76,481.0,28121.0,12292.73,16,15,1.0487472051172237,10,0.6137983114727548,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,279000.0,1.0,1.0,Rockwood Gardens,630.0,1977.0,http://www.redfin.com/NY/Howard-Beach/15323-Sapphire-St-11414/unit-E/home/169763993,40.665506,-73.8560827,44.0,824,17457,75,5520,17,31,35,1,2,86,574.0,28121.0,12292.73,17,21,0.9256863579459135,33,0.2918275644661703,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,320000.0,2.0,2.0,Pembroke,1189.2444649446495,1960.0,http://www.redfin.com/NY/Howard-Beach/8629-155th-Ave-11414/unit-5C/home/20647129,40.6656271,-73.848109,61.0,824,14615,106,2092,14,31,26,1,1,73,428.0,28121.0,12292.73,14,17,0.7583313700537893,7,0.4006203283828681,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,319000.0,3.0,2.0,Princeton,1479.3079754601224,1960.0,http://www.redfin.com/NY/Howard-Beach/8421-Shore-Pkwy-N-11414/unit-21/home/169490063,40.663813,-73.848264,61.0,824,13944,106,2092,14,29,26,1,1,71,420.0,28121.0,12292.73,14,14,0.8049973443458427,8,0.497568491825635,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,345000.0,3.0,1.0,Michigan,1498.909090909091,1960.0,http://www.redfin.com/NY/Queens/9036-153rd-Ave-11414/unit-2/home/170225643,40.666503799999994,-73.8491313,61.0,824,15449,106,2092,14,30,28,1,2,75,436.0,28121.0,12292.73,14,19,0.7931998773053857,9,0.40874220514136483,4.0
Single Family Residential,HOWARD BEACH,NY,11414,345000.0,2.0,1.0,Howard Beach,1002.4694280078895,1925.0,http://www.redfin.com/NY/Jamaica/Undisclosed-address-11414/home/20682369,40.6513048,-73.8296462,96.0,824,3206,106,2092,7,14,12,1,0,34,168.0,28121.0,12292.73,10,3,0.6347965635507458,4,0.4488611707819979,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,349888.0,2.0,2.0,Lindenwood,1010.0,1969.0,http://www.redfin.com/NY/Howard-Beach/8710-149th-Ave-11414/unit-3L/home/20731098,40.668844,-73.849053,52.0,824,16030,106,2092,14,30,27,1,2,74,431.0,28121.0,12292.73,14,20,0.7242857345972911,14,0.35234130084059456,4.0
Single Family Residential,HOWARD BEACH,NY,11414,348088.0,2.0,2.0,Hamilton Beach,1189.2444649446495,1993.0,http://www.redfin.com/NY/Jamaica/99-91-Russell-St-11414/home/20680097,40.655894,-73.830749,28.0,824,6086,106,2092,9,23,16,1,0,49,260.0,28121.0,12292.73,10,7,0.3175548265436422,4,0.2923769477418886,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,365000.0,2.0,1.5,Lindenwood,1104.1261261261259,1984.0,http://www.redfin.com/NY/Howard-Beach/151-36-80th-St-11414/unit-1A/home/170206332,40.6661025,-73.85444229999997,37.0,824,17193,106,2092,15,30,33,1,2,81,511.0,28121.0,12292.73,16,21,0.9386578680623412,28,0.3462881544493527,4.0
Single Family Residential,HOWARD BEACH,NY,11414,385000.0,3.0,1.0,Howard Beach,1080.0,1925.0,http://www.redfin.com/NY/Howard-Beach/102-24-160th-Ave-11414/home/20683080,40.658663,-73.830134,96.0,824,6514,106,2092,11,23,16,1,0,51,269.0,28121.0,12292.73,11,8,0.12561102129533624,5,0.10266793043883506,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,379999.0,2.0,2.0,Southgate,1189.2444649446495,1960.0,http://www.redfin.com/NY/Howard-Beach/149-30-88th-St-11414/unit-6M/home/20726805,40.669005,-73.84752840000002,61.0,824,15798,106,2092,14,30,25,1,1,71,418.0,28121.0,12292.73,15,20,0.6450139325007899,8,0.271735341656324,4.0
Single Family Residential,HOWARD BEACH,NY,11414,425000.0,4.0,2.0,Lindenwood,1808.48,1920.0,http://www.redfin.com/NY/Unknown/102-11-Remson-Pl-11414/home/108297876,40.6593769,-73.83074599999998,101.0,824,7227,106,2092,11,23,18,1,0,53,275.0,28121.0,12292.73,11,8,0.0794664971004268,5,0.05319765041369147,4.0
Townhouse,HOWARD BEACH,NY,11414,429000.0,4.0,2.0,Howard Beach,1440.0,2004.0,http://www.redfin.com/NY/Howard-Beach/99-56-1st-St-11414/home/20679568,40.654087,-73.830635,17.0,824,4994,106,2092,8,20,16,1,0,45,245.0,28121.0,12292.73,10,5,0.4419228091440741,4,0.41691615368913226,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,425999.0,3.0,2.0,Greentree,1125.0,1950.0,http://www.redfin.com/NY/Howard-Beach/15135-78th-St-11414/unit-2v-2/home/167133685,40.6657554,-73.85609670000002,71.0,824,17504,75,5520,17,32,35,1,2,87,577.0,28121.0,12292.73,17,21,0.9105000856544034,37,0.28121946886572424,4.0
Townhouse,HOWARD BEACH,NY,11414,445000.0,3.0,1.0,Hamilton Beach,1498.909090909091,1950.0,http://www.redfin.com/NY/Jamaica/99-55-1st-St-11414/home/20683087,40.6541927,-73.8309253,71.0,824,5206,106,2092,8,21,16,1,0,46,248.0,28121.0,12292.73,10,5,0.43550212909498137,4,0.4101669968524232,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,430000.0,3.0,2.0,Greentree Condo,1479.3079754601224,1984.0,http://www.redfin.com/NY/Jamaica/155-02-79th-St-11414/unit-2J3/home/20729047,40.663746,-73.85504,37.0,824,16376,75,5520,17,31,34,1,2,85,571.0,28121.0,12292.73,16,18,1.0583393778654562,23,0.4135070358966528,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,459000.0,2.0,1.0,Bayberry,1007.0,1980.0,http://www.redfin.com/NY/Howard-Beach/153-22-83rd-St-11414/unit-6DU/home/20727740,40.665461799999996,-73.8513201,41.0,824,15697,106,2092,15,28,32,1,2,78,487.0,28121.0,12292.73,16,19,0.9250180833008452,13,0.5146872763512667,4.0
Condo/Co-op,HOWARD BEACH,NY,11414,459000.0,3.0,2.0,Greentree Condo,1479.3079754601224,1985.0,http://www.redfin.com/NY/Howard-Beach/78-9-153rd-Ave-11414/unit-3D/home/167959580,40.6657354,-73.85582790000002,36.0,824,17418,75,5520,17,32,35,1,2,87,577.0,28121.0,12292.73,17,21,0.9190182934373157,34,0.29372086049730967,4.0
Single Family Residential,HAMILTON BEACH,NY,11414,499999.0,3.0,1.0,Hamilton Beach,1498.909090909091,1950.0,http://www.redfin.com/NY/Howard-Beach/102-20-163rd-Dr-11414/home/20680026,40.652494,-73.828582,71.0,975,3559,106,2092,8,15,14,0,0,37,172.0,28121.0,12292.73,10,3,0.5589901605289427,4,0.5039730765319673,4.0
Single Family Residential,HOWARD BEACH,NY,11414,549999.0,3.0,2.0,Howard Beach,1100.0,1930.0,http://www.redfin.com/NY/Howard-Beach/10215-Lockwood-Ct-11414/home/20679250,40.650805,-73.828272,91.0,824,2973,106,2092,7,15,12,0,0,34,159.0,28121.0,12292.73,10,3,0.6768246685013404,4,0.5245745691448149,4.0
Single Family Residential,HAMILTON BEACH,NY,11414,529000.0,3.0,1.0,Hamilton Beach,1500.0,1950.0,http://www.redfin.com/NY/Jamaica/99-52-163rd-Rd-11414/home/20682403,40.6527,-73.830401,71.0,975,4218,106,2092,8,17,14,1,0,40,190.0,28121.0,12292.73,10,3,0.5374637593242869,4,0.4106127122529222,4.0
Single Family Residential,HOWARD BEACH,NY,11414,549888.0,4.0,2.0,Hamilton Beach,1808.48,1920.0,http://www.redfin.com/NY/Jamaica/99-54-163rd-Rd-11414/home/20682352,40.652714,-73.830308,101.0,824,4212,106,2092,8,17,14,1,0,40,190.0,28121.0,12292.73,10,3,0.5364706989177755,4,0.4155686315709335,4.0
Townhouse,HOWARD BEACH,NY,11414,619999.0,3.0,1.5,Howard Beach,1440.0,1950.0,http://www.redfin.com/NY/Jamaica/158-17-101st-St-11414/home/20680147,40.661388,-73.832414,71.0,824,8148,106,2092,12,24,19,1,1,57,284.0,28121.0,12292.73,11,9,0.12745971595531577,5,0.1330028821144994,4.0
Single Family Residential,HOWARD BEACH,NY,11414,650000.0,4.0,3.0,Howard Beach,2113.741463414634,1930.0,http://www.redfin.com/NY/Jamaica/Undisclosed-address-11414/home/20681515,40.650591,-73.831653,91.0,824,3762,106,2092,7,17,12,1,0,37,216.0,28121.0,12292.73,10,3,0.6868696782735781,4,0.3539991979103348,4.0
Single Family Residential,HOWARD BEACH,NY,11414,699000.0,3.0,2.5,Howard Beach,1048.0,1920.0,http://www.redfin.com/NY/Jamaica/162-34-99th-St-11414/home/20679927,40.653957,-73.833054,101.0,824,5474,106,2092,8,21,16,1,0,46,248.0,28121.0,12292.73,10,5,0.47311787420940504,4,0.3023799911926188,4.0
Townhouse,HOWARD BEACH,NY,11414,659000.0,3.0,3.0,Howard Beach,1788.9197396963125,1960.0,http://www.redfin.com/NY/Howard-Beach/Undisclosed-address-11414/home/20679574,40.649996,-73.835329,61.0,824,3851,106,2092,7,19,14,1,0,41,228.0,28121.0,12292.73,10,3,0.77081192161417,4,0.2003489563586888,4.0
Single Family Residential,HOWARD BEACH,NY,11414,699499.0,4.0,2.0,Howard Beach,1808.48,1950.0,http://www.redfin.com/NY/Jamaica/159-17-100th-St-11414/home/20683122,40.659627,-73.8329229,71.0,824,8046,106,2092,11,24,18,1,1,55,278.0,28121.0,12292.73,11,9,0.14946585475538032,5,0.13157216914992603,4.0
Single Family Residential,HOWARD BEACH,NY,11414,739000.0,3.0,2.5,Rockwood Park,1682.4652173913046,1960.0,http://www.redfin.com/NY/Jamaica/Undisclosed-address-11414/home/20729469,40.664101,-73.84366999999997,61.0,824,12003,106,2092,13,32,25,1,1,72,421.0,28121.0,12292.73,13,11,0.5792427054959516,7,0.3767371663467215,4.0
Single Family Residential,HOWARD BEACH,NY,11414,704999.0,3.0,2.0,Howard Beach,2020.0,1930.0,http://www.redfin.com/NY/Howard-Beach/163-11-99th-St-11414/home/20682410,40.652873,-73.832257,91.0,824,4697,106,2092,8,20,16,1,0,45,245.0,28121.0,12292.73,10,4,0.535395861662233,4,0.3166654178994269,4.0
Single Family Residential,HOWARD BEACH,NY,11414,738000.0,4.0,2.0,Rockwood Park,1808.48,1965.0,http://www.redfin.com/NY/Jamaica/83-12-159th-Ave-11414/home/20681962,40.657671,-73.848609,56.0,824,11450,106,2092,13,28,24,1,1,67,408.0,28121.0,12292.73,13,10,0.9792816531801096,6,0.4871338837416691,4.0
Single Family Residential,HOWARD BEACH,NY,11414,799000.0,4.0,3.5,Hamilton Beach,3800.0,1930.0,http://www.redfin.com/NY/Jamaica/99-51-Russell-St-11414/home/20679570,40.654995,-73.8313,91.0,824,5775,106,2092,8,21,16,1,0,46,248.0,28121.0,12292.73,10,5,0.3824233633664783,4,0.3566400435233265,4.0
Single Family Residential,HOWARD BEACH,NY,11414,799000.0,4.0,2.0,Rockward Park,2200.0,1950.0,http://www.redfin.com/NY/Jamaica/164-12-88th-St-11414/home/20683594,40.649656,-73.842641,71.0,824,4164,106,2092,8,20,21,1,0,50,339.0,28121.0,12292.73,8,3,0.9888844950364507,4,0.2820057313353688,4.0
Single Family Residential,HOWARD BEACH,NY,11414,769000.0,3.0,2.0,Howard Beach,1479.3079754601224,1940.0,http://www.redfin.com/NY/Howard-Beach/158-27-102nd-St-11414/home/20683191,40.661266999999995,-73.831479,81.0,824,8066,106,2092,11,24,19,1,1,56,281.0,28121.0,12292.73,11,9,0.08248212962598676,5,0.09417750531385485,4.0
Single Family Residential,HOWARD BEACH,NY,11414,829000.0,5.0,2.0,Rockwood Park,2057.7727272727275,1950.0,http://www.redfin.com/NY/Jamaica/90-10-157th-Ave-11414/home/20680768,40.661929,-73.843089,71.0,824,11004,106,2092,13,32,25,1,1,72,421.0,28121.0,12292.73,13,11,0.6434736515686582,5,0.40336604824425587,4.0
Single Family Residential,HOWARD BEACH,NY,11414,848000.0,4.0,2.5,Rockwood Park,2150.9747899159665,1960.0,http://www.redfin.com/NY/Jamaica/157-53-79th-St-11414/home/20684424,40.65915800000001,-73.853216,61.0,824,13561,75,5520,15,29,30,1,2,77,484.0,28121.0,12292.73,16,13,1.1841882950283227,11,0.7235416756564965,4.0
Single Family Residential,HOWARD BEACH,NY,11414,828000.0,4.0,2.0,Howard Beach,1890.0,1950.0,http://www.redfin.com/NY/Jamaica/164-44-91st-St-11414/home/20679377,40.649203,-73.83967,71.0,824,3614,106,2092,6,17,19,1,0,43,252.0,28121.0,12292.73,8,3,0.921074890908943,4,0.20427660959267263,4.0
Single Family Residential,HOWARD BEACH,NY,11414,849000.0,4.0,1.0,Howard Beach,1425.3461538461538,1970.0,http://www.redfin.com/NY/Jamaica/164-23-92nd-St-11414/home/20681628,40.649937,-73.838336,51.0,824,4075,106,2092,8,16,17,1,0,42,235.0,28121.0,12292.73,10,3,0.8414679423271959,4,0.13822253477046983,4.0
Multi-Family (2-4 Unit),HOWARD BEACH,NY,11414,819000.0,4.0,3.5,Howard Beach,2450.5128205128203,1975.0,http://www.redfin.com/NY/Howard-Beach/7906-156th-Ave-11414/home/20684451,40.6621881,-73.8538233,46.0,824,15169,106,2092,15,29,31,1,2,78,487.0,28121.0,12292.73,16,15,1.117293041987055,17,0.5358798280425345,4.0
Single Family Residential,HOWARD BEACH,NY,11414,899000.0,3.0,1.0,Howard Beach,1498.909090909091,1960.0,http://www.redfin.com/NY/Jamaica/89-03-156th-Ave-11414/home/20726640,40.663984899999996,-73.844791,61.0,824,12879,106,2092,14,32,25,1,1,73,424.0,28121.0,12292.73,14,11,0.6347070862449578,7,0.39917729110526984,4.0
Single Family Residential,HOWARD BEACH,NY,11414,875000.0,3.0,2.0,Howard Beach,1479.3079754601224,1960.0,http://www.redfin.com/NY/Jamaica/164-15-87th-St-11414/home/20680246,40.649496899999995,-73.842968,61.0,824,4158,106,2092,8,20,21,1,0,50,339.0,28121.0,12292.73,8,3,1.0084358110099492,4,0.3023522333022392,4.0
