PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,YEAR_BUILT,URL_(SEE_http://www.redfin.com/buy-a-home/comparative-market-analysis_FOR_INFO_ON_PRICING),LATITUDE,LONGITUDE,AGE,CITY numeric,Total_Num_ofComplaints,PCT,Total_crimes,Level_A_SchoolCount,Level_B_SchoolCount,Level_C_SchoolCount,Level_D_SchoolCount,Level_F_SchoolCount,Total_Number_of_Schools,Num_Complaints_schools,Population,People/Sq_Mile,Total_Num_ofHospitals,Total_Num_of_Subways,min_dist_station,Num_of_Retail_stores,min_dist_retail_store,Num_of_Retail_stores_Zipcode
Condo/Co-op,BAYSIDE,NY,11364,339000.0,2.0,1.0,Cloverdale Gardens,1002.4694280078895,1949.0,http://www.redfin.com/NY/Oakland-Gardens/224-22-Horace-Harding-Expy-11364/unit-613/home/20623976,40.7497013,-73.75291709999998,72.0,513,3993,111,1077,21,23,7,1,0,52,217.0,34539.0,12340.99,5,0,3.029548992351782,0,1.0156764933697815,3.0
Condo/Co-op,BAYSIDE,NY,11364,369000.0,2.0,1.0,73 Ave & Bell Blvd,1002.4694280078895,1950.0,http://www.redfin.com/NY/Flushing/21609-73-11364/unit-Duplex/home/170207180,40.7469886,-73.7536695,71.0,513,4193,111,1077,22,27,8,1,0,58,253.0,34539.0,12340.99,5,0,2.850804124489538,3,0.848388259708225,3.0
Condo/Co-op,OAKLAND GARDENS,NY,11364,368000.0,2.0,1.0,Bell Park Gardens,1002.4694280078895,1950.0,http://www.redfin.com/NY/Oakland-Gardens/68-51-218th-St-11364/home/169960888,40.74289810000001,-73.7567327,71.0,1054,4648,111,1077,24,28,10,1,0,63,268.0,34539.0,12340.99,5,0,2.5266839122607982,3,0.6851138169219322,3.0
Condo/Co-op,BAYSIDE,NY,11364,368000.0,2.0,1.0,73 Ave & 218 St,1002.4694280078895,1948.0,http://www.redfin.com/NY/Oakland-Gardens/69-19-218th-St-11364/unit-Duplex/home/169650552,40.7423979,-73.7566291,73.0,513,4778,111,1077,24,28,10,1,0,63,268.0,34539.0,12340.99,5,0,2.5012392956631135,3,0.6558988977347402,3.0
Condo/Co-op,BAYSIDE,NY,11364,369998.0,3.0,1.0,218 St & 73 Ave,1498.909090909091,1950.0,http://www.redfin.com/NY/Oakland-Gardens/21805-73rd-Ave-11364/Lowr/home/169583555,40.7417592,-73.7559944,71.0,513,4861,111,1077,22,29,9,1,0,61,250.0,34539.0,12340.99,5,0,2.48443254163405,3,0.6010340827472841,3.0
Condo/Co-op,BAYSIDE,NY,11364,369000.0,1.0,1.0,Oakland Garden,544.0,1949.0,http://www.redfin.com/NY/Oakland-Gardens/68-55-Cloverdale-Blvd-11364/Uppr/home/169400345,40.745541700000004,-73.7483565,72.0,513,4319,111,1077,22,24,8,1,0,55,244.0,34539.0,12340.99,5,0,2.935748743255312,3,0.6893653376072993,3.0
Condo/Co-op,BAYSIDE,NY,11364,369000.0,2.0,1.0,Alley Pond,1002.4694280078895,1950.0,http://www.redfin.com/NY/Oakland-Gardens/224-18-Kingsbury-Ave-11364/unit-B/home/168668961,40.7373565,-73.74684079999999,71.0,513,5040,105,2609,20,26,10,2,0,58,275.0,34539.0,12340.99,5,0,2.5822232738244364,3,0.12511063543023246,3.0
Condo/Co-op,OAKLAND GARDENS,NY,11364,355000.0,2.0,1.0,Oakland Gardens,950.0,1949.0,http://www.redfin.com/NY/Oakland-Gardens/216-23-73rd-Ave-11364/unit-2/home/167459757,40.7416579,-73.75774,72.0,1054,4895,111,1077,24,29,10,1,0,64,277.0,34539.0,12340.99,5,0,2.426142384311997,3,0.6627840553617261,3.0
Condo/Co-op,OAKLAND GARDENS,NY,11364,385000.0,2.0,1.0,Windsor Oaks,1002.4694280078895,1955.0,http://www.redfin.com/NY/Oakland-Gardens/7332-Springfield-Blvd-11364/Uppr/home/170193667,40.7433977,-73.75392140000002,66.0,1054,4625,111,1077,22,28,9,1,0,60,259.0,34539.0,12340.99,5,0,2.6399137203221104,3,0.6279431216868755,3.0
Condo/Co-op,BAYSIDE,NY,11364,376000.0,2.0,1.0,Bell Park Gardens,1002.4694280078895,1950.0,http://www.redfin.com/NY/Oakland-Gardens/21968-67th-Ave-11364/unit-B5/home/40222517,40.743561,-73.755654,71.0,513,4546,111,1077,23,28,10,1,0,62,265.0,34539.0,12340.99,5,0,2.596399333240777,3,0.6859512662924957,3.0
Condo/Co-op,BAYSIDE,NY,11364,389888.0,3.0,1.0,Bell Park Gardens,1498.909090909091,1950.0,http://www.redfin.com/NY/Oakland-Gardens/68-65-Bell-Blvd-11364/Uppr/home/92322967,40.74191679999999,-73.7579005,71.0,513,4779,111,1077,25,29,11,1,0,66,295.0,34539.0,12340.99,5,0,2.436256704703132,3,0.6807904918416232,3.0
Condo/Co-op,BAYSIDE,NY,11364,450000.0,1.0,1.0,House Beautiful,700.0,1983.0,http://www.redfin.com/NY/Oakland-Gardens/219-36-64th-Ave-11364/unit-1st-Fl/home/168728194,40.7465021,-73.7571197,38.0,513,4290,111,1077,22,27,9,1,0,59,256.0,34539.0,12340.99,5,0,2.725914009794754,3,0.8976394363695921,3.0
Condo/Co-op,BAYSIDE,NY,11364,485000.0,2.0,2.0,Cambridge Hall,1200.0,1950.0,http://www.redfin.com/NY/OAKLAND-GARDENS/22424-UNION-TPKE-11364/unit-2M/home/144799598,40.735656,-73.74452600000002,71.0,513,4905,105,2609,18,24,9,2,0,53,242.0,34539.0,12340.99,5,0,2.600903768712062,3,0.14809309004421314,3.0
Condo/Co-op,BAYSIDE,NY,11364,485000.0,1.0,1.0,House Beautiful,700.0,1983.0,http://www.redfin.com/NY/Oakland-Gardens/219-15-67th-Ave-11364/unit-1A/home/169409457,40.7454059,-73.7570984,38.0,513,4362,111,1077,23,28,10,1,0,62,265.0,34539.0,12340.99,5,0,2.661753420782075,3,0.8336607022665149,3.0
Single Family Residential,BAYSIDE,NY,11364,738000.0,3.0,1.5,Bayside,1406.5691489361704,1945.0,http://www.redfin.com/NY/Flushing/56-35-Clearview-Expy-11364/home/20809105,40.747538,-73.772285,76.0,513,4029,111,1077,33,31,9,2,0,75,319.0,34539.0,12340.99,6,0,2.486045471205557,1,0.6047038333018878,3.0
Condo/Co-op,BAYSIDE,NY,11364,712000.0,3.0,2.0,,1056.0,1983.0,http://www.redfin.com/NY/Unknown/219-65-67th-Ave-11364/unit-C/home/104431843,40.7454763,-73.7566814,38.0,513,4344,111,1077,22,27,10,1,0,60,259.0,34539.0,12340.99,5,0,2.6774225140080286,3,0.8255640147567517,3.0
Single Family Residential,BAYSIDE,NY,11364,735000.0,3.0,2.0,Bayside,1479.3079754601224,1960.0,http://www.redfin.com/NY/Flushing/64-57-217th-St-11364/home/20810350,40.744735999999996,-73.758747,61.0,513,4399,111,1077,25,28,10,1,0,64,271.0,34539.0,12340.99,5,0,2.5774436202364326,3,0.8500076549219046,3.0
Single Family Residential,BAYSIDE,NY,11364,799000.0,4.0,1.5,Oakland Gardens,1715.4848484848487,1939.0,http://www.redfin.com/NY/Flushing/79-35-209th-St-11364/home/20803736,40.733852,-73.761715,82.0,513,6556,105,2609,25,34,16,5,0,80,395.0,34539.0,12340.99,5,1,1.8677315119752933,5,0.722544860107504,3.0
Townhouse,BAYSIDE,NY,11364,799000.0,3.0,2.0,Bayside,1479.3079754601224,1955.0,http://www.redfin.com/NY/Flushing/216-17-64th-Ave-11364/home/20807448,40.746402,-73.76012,66.0,513,4325,111,1077,25,28,10,1,0,64,271.0,34539.0,12340.99,5,0,2.6426349527150137,1,0.9841493957881644,3.0
Townhouse,BAYSIDE,NY,11364,769000.0,3.0,2.0,Bayside,1479.3079754601224,1955.0,http://www.redfin.com/NY/Flushing/50-09-Francis-Lewis-Blvd-11364/home/20812080,40.750084,-73.778565,66.0,513,4362,111,1077,36,31,11,2,0,80,364.0,34539.0,12340.99,6,0,2.6021065201048215,4,0.2655360801233545,3.0
Single Family Residential,BAYSIDE,NY,11364,849000.0,2.0,2.0,Bayside,1189.2444649446495,1940.0,http://www.redfin.com/NY/Flushing/50-43-Francis-Lewis-Blvd-11364/home/20807574,40.749218,-73.778155,81.0,513,4339,111,1077,36,31,11,2,0,80,364.0,34539.0,12340.99,6,0,2.545008970878221,4,0.3289182586947994,3.0
Townhouse,BAYSIDE,NY,11364,828000.0,3.0,1.5,Bayside,1406.5691489361704,1950.0,http://www.redfin.com/NY/Flushing/67-50-211th-St-11364/home/20807392,40.741244,-73.763859,71.0,513,4973,111,1077,28,32,12,2,0,74,331.0,34539.0,12340.99,6,0,2.235955825240777,3,0.917652957452277,3.0
Single Family Residential,BAYSIDE,NY,11364,849888.0,3.0,1.5,Bayside,1242.0,1935.0,http://www.redfin.com/NY/Flushing/217-24-49th-Ave-11364/home/20811990,40.755410999999995,-73.762333,86.0,513,3350,111,1077,25,24,6,1,0,56,208.0,34539.0,12340.99,4,0,3.1626171657460334,4,0.6690703930501887,3.0
Single Family Residential,BAYSIDE,NY,11364,868000.0,3.0,2.0,Bayside,1479.3079754601224,1950.0,http://www.redfin.com/NY/Flushing/56-10-E-Hampton-Blvd-11364/home/20811671,40.756283,-73.749505,71.0,513,2860,111,1077,21,20,6,0,0,47,193.0,34539.0,12340.99,3,0,3.5107212281198987,0,1.1023192938423223,3.0
Single Family Residential,BAYSIDE,NY,11364,859900.0,3.0,1.5,Oakland Gardens,1406.5691489361704,1950.0,http://www.redfin.com/NY/Flushing/58-51-212th-St-11364/home/20807267,40.747099,-73.764972,71.0,513,3960,111,1077,31,33,10,2,0,76,343.0,34539.0,12340.99,6,0,2.5776701813398373,1,0.9340118851066518,3.0
Single Family Residential,BAYSIDE,NY,11364,889000.0,3.0,1.5,Bayside,1406.5691489361704,1950.0,http://www.redfin.com/NY/Flushing/56-29-228th-St-11364/home/20808701,40.754196,-73.7515449,71.0,513,3086,111,1077,22,20,6,1,0,49,199.0,34539.0,12340.99,4,0,3.3321853749615653,0,1.167313788124113,3.0
Single Family Residential,OAKLAND GARDENS,NY,11364,899000.0,3.0,2.0,Oakland Gardens,1479.3079754601224,1940.0,http://www.redfin.com/NY/Flushing/221-23-Kingsbury-Ave-11364/home/20803742,40.737408,-73.749868,81.0,1054,5251,105,2609,21,28,10,2,0,61,284.0,34539.0,12340.99,5,0,2.4679941258856113,3,0.16428431690645906,3.0
Single Family Residential,OAKLAND GARDENS,NY,11364,899000.0,4.0,2.5,Oakland Gardens,1120.0,1930.0,http://www.redfin.com/NY/Flushing/48-27-206th-St-11364/home/20809661,40.75284,-73.77379599999998,91.0,1054,3695,111,1077,35,29,11,2,0,77,355.0,34539.0,12340.99,5,0,2.8271490123735186,5,0.361414628178677,3.0
Single Family Residential,BAYSIDE,NY,11364,950000.0,3.0,3.0,Bayside,1788.9197396963125,1945.0,http://www.redfin.com/NY/Flushing/53-12-215th-St-11364/home/20812609,40.751992,-73.7648059,76.0,513,3597,111,1077,28,26,8,1,0,63,247.0,34539.0,12340.99,5,0,2.895942716753327,4,0.7990382417331311,3.0
Single Family Residential,BAYSIDE,NY,11364,948888.0,3.0,1.5,Bayside,1406.5691489361704,1940.0,http://www.redfin.com/NY/Flushing/61-39-212th-St-11364/home/20810538,40.745475899999995,-73.764253,81.0,513,4105,111,1077,27,31,11,2,0,71,316.0,34539.0,12340.99,6,0,2.4896777702788535,0,1.0239880757690476,3.0
Multi-Family (2-4 Unit),BAYSIDE,NY,11364,950000.0,3.0,2.0,Bayside,1479.3079754601224,1920.0,http://www.redfin.com/NY/Flushing/48-33-206th-St-11364/home/20809683,40.752685,-73.773724,101.0,513,3688,111,1077,35,29,11,2,0,77,355.0,34539.0,12340.99,5,0,2.817328276786381,5,0.3668251516633572,3.0
Single Family Residential,BAYSIDE,NY,11364,928000.0,4.0,2.0,Bayside,2328.0,1950.0,http://www.redfin.com/NY/Flushing/64-20-Bell-Blvd-11364/home/20808090,40.745288,-73.760773,71.0,513,4359,111,1077,26,28,11,2,0,67,310.0,34539.0,12340.99,5,0,2.558609776105773,3,0.9499802113050794,3.0
Single Family Residential,BAYSIDE,NY,11364,978888.0,4.0,1.5,Bayside,1715.4848484848487,1945.0,http://www.redfin.com/NY/Flushing/64-42-232nd-St-11364/home/20806796,40.748715000000004,-73.74568599999998,76.0,513,3831,111,1077,22,23,7,1,0,53,238.0,34539.0,12340.99,5,0,3.194204217836113,3,0.9106829070249353,3.0
Multi-Family (2-4 Unit),BAYSIDE,NY,11364,998000.0,3.0,2.0,Bayside,1479.3079754601224,1950.0,http://www.redfin.com/NY/Flushing/53-40-214th-St-11364/home/20808613,40.751026,-73.76536899999998,71.0,513,3637,111,1077,29,26,9,2,0,66,286.0,34539.0,12340.99,5,0,2.8231146523751898,4,0.8179122598832151,3.0
Single Family Residential,BAYSIDE,NY,11364,998800.0,3.0,2.5,Bayside Hills,1682.4652173913046,1945.0,http://www.redfin.com/NY/Flushing/217-42-53rd-Ave-11364/home/20808845,40.753355,-73.761382,76.0,513,3481,111,1077,25,22,7,1,0,55,211.0,34539.0,12340.99,4,0,3.0490863275418056,3,0.8098534270962118,3.0
Single Family Residential,BAYSIDE,NY,11364,999000.0,4.0,2.0,Bayside,1808.48,1960.0,http://www.redfin.com/NY/Flushing/56-47-214th-St-11364/home/20811556,40.749356,-73.764031,61.0,513,3726,111,1077,27,28,9,2,0,66,277.0,34539.0,12340.99,6,0,2.7406757080368456,2,0.9164510828174027,3.0
Single Family Residential,OAKLAND GARDENS,NY,11364,960000.0,3.0,2.0,Oakland Gardens,1479.3079754601224,1950.0,http://www.redfin.com/NY/Flushing/53-35-208th-St-11364/home/20812318,40.749741,-73.770341,71.0,1054,3790,111,1077,33,29,9,2,0,73,304.0,34539.0,12340.99,6,0,2.6591947740601056,4,0.6005715299499604,3.0
Single Family Residential,OAKLAND GARDENS,NY,11364,955000.0,3.0,1.5,Oakland Gardens,1406.5691489361704,1940.0,http://www.redfin.com/NY/Flushing/78-09-223rd-St-11364/home/20802106,40.73714810000001,-73.7483753,81.0,1054,5197,105,2609,20,27,10,2,0,59,278.0,34539.0,12340.99,5,0,2.512771455525017,3,0.11779649207271216,3.0
Single Family Residential,BAYSIDE,NY,11364,980000.0,3.0,2.5,Bayside,1682.4652173913046,1950.0,http://www.redfin.com/NY/Flushing/79-31-210th-St-11364/home/20803723,40.734179,-73.760875,71.0,513,6362,105,2609,24,34,16,5,0,79,392.0,34539.0,12340.99,5,1,1.912847743330155,5,0.6758274532049997,3.0
Single Family Residential,BAYSIDE,NY,11364,968000.0,3.0,1.0,Oakland Gardens,1498.909090909091,1950.0,http://www.redfin.com/NY/Flushing/64-21-214th-St-11364/home/20810311,40.74485900000001,-73.761971,71.0,513,4438,111,1077,27,30,11,2,0,70,319.0,34539.0,12340.99,5,0,2.503210201110664,3,0.9748706459283031,3.0
Single Family Residential,MASPETH,NY,11378,1298000.0,4.0,2.5,Maspeth,2150.9747899159665,1940.0,http://www.redfin.com/NY/Flushing/66-12-53rd-Ave-11378/home/20910393,40.731169,-73.898701,81.0,530,16201,110,2010,54,48,36,2,0,140,785.0,34053.0,13268.8,34,21,1.0243297847791746,15,0.320095373865751,7.0
Single Family Residential,MASPETH,NY,11378,1449000.0,3.0,1.5,Maspeth,1406.5691489361704,1925.0,http://www.redfin.com/NY/Flushing/66-36-58th-Ave-11378/home/20904262,40.723709,-73.896883,96.0,530,15813,110,2010,54,50,35,2,1,142,800.0,34053.0,13268.8,37,22,0.9325976986041861,18,0.22322438227742009,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1299000.0,4.0,2.5,Middle Village,2150.9747899159665,1950.0,http://www.redfin.com/NY/Flushing/59-36-70th-St-11378/home/20901767,40.723576,-73.890511,71.0,530,16047,112,768,54,45,32,2,1,134,716.0,34053.0,13268.8,31,20,0.8431692456658891,14,0.2871215482805672,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1300000.0,6.0,5.0,Maspeth,2808.375,1911.0,http://www.redfin.com/NY/Maspeth/5562-64th-St-11378/home/20909149,40.7252814,-73.90194090000001,110.0,530,15812,110,2010,58,51,36,2,1,148,868.0,34053.0,13268.8,36,21,1.1570886306043668,15,0.3010136828100437,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1349000.0,6.0,4.0,Maspeth,2874.9852941176473,1930.0,http://www.redfin.com/NY/Flushing/59-12-59th-Dr-11378/home/20909860,40.717197999999996,-73.908086,91.0,530,16548,83,2270,59,56,49,8,2,174,1101.0,34053.0,13268.8,37,21,0.9211162061652722,76,0.28923753967787535,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1350000.0,5.0,3.0,Maspeth,2163.0,1989.0,http://www.redfin.com/NY/Flushing/66-15-Hull-Ave-11378/home/20911709,40.727146999999995,-73.898306,32.0,530,16073,110,2010,56,49,33,2,1,141,775.0,34053.0,13268.8,33,21,1.1802748138540706,11,0.20405734928968866,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1350000.0,5.0,2.0,Maspeth,2057.7727272727275,1910.0,http://www.redfin.com/NY/Flushing/66-15-Clinton-Ave-11378/home/21693752,40.726339,-73.898258,111.0,530,16165,110,2010,56,49,35,2,1,143,808.0,34053.0,13268.8,33,23,1.1279601369835728,15,0.1950827602139806,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1499000.0,5.0,3.0,Maspeth,3036.0,1960.0,http://www.redfin.com/NY/Maspeth/7416-Caldwell-AVE-11378/home/168901639,40.7224092,-73.90952790000001,61.0,530,15536,110,2010,57,54,43,6,1,161,989.0,34053.0,13268.8,39,26,1.2882341254804264,22,0.22420239212348853,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1490000.0,6.0,5.0,Maspeth,2808.375,2019.0,http://www.redfin.com/NY/Maspeth/61-47-56th-Ave-11378/home/168192356,40.7251101,-73.9025286,2.0,530,15847,110,2010,59,52,37,3,1,152,904.0,34053.0,13268.8,36,21,1.1649120298112878,15,0.28455147302596945,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1288000.0,5.0,3.0,Maspeth,2828.0,1930.0,http://www.redfin.com/NY/Flushing/53-77-66th-St-11378/home/20911030,40.729259000000006,-73.89896999999998,91.0,530,15955,110,2010,54,48,35,2,1,140,780.0,34053.0,13268.8,33,20,1.1508424533999275,12,0.30457028372811507,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1475000.0,5.0,3.0,Maspeth,2338.847457627119,1923.0,http://www.redfin.com/NY/Flushing/54-36-72nd-St-11378/home/20907390,40.728617,-73.8921079,98.0,530,16931,110,2010,51,46,27,2,1,127,668.0,34053.0,13268.8,32,20,0.9719116026322535,15,0.19845615705700914,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1528000.0,7.0,4.0,Maspeth,2748.9,1930.0,http://www.redfin.com/NY/Flushing/66-28-53rd-Dr-11378/home/20911029,40.729363,-73.898189,91.0,530,16006,110,2010,54,48,35,2,1,140,780.0,34053.0,13268.8,33,19,1.1519947207600532,13,0.27987250710984923,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1550000.0,6.0,5.0,Maspeth,3011.0,2018.0,http://www.redfin.com/NY/Maspeth/64-16-Perry-Ave-11378/home/168144027,40.723553700000004,-73.9011635,3.0,530,15839,110,2010,60,52,36,4,1,153,907.0,34053.0,13268.8,36,22,1.0358279615841035,15,0.3990626361197791,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1550000.0,6.0,5.0,Maspeth,3011.0,2018.0,http://www.redfin.com/NY/Flushing/64-14-Perry-Ave-11378/home/20906141,40.723494,-73.90122,3.0,530,15823,110,2010,60,52,36,4,1,153,907.0,34053.0,13268.8,36,22,1.0342228161148297,15,0.40367430432299406,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1995000.0,7.0,2.0,Maspeth,2670.333333333333,1925.0,http://www.redfin.com/NY/Flushing/59-37-56th-Rd-11378/home/20906479,40.724796999999995,-73.90740600000002,96.0,530,15955,110,2010,60,54,41,6,1,162,996.0,34053.0,13268.8,37,23,1.3144565122927347,13,0.21572562931676525,7.0
Single Family Residential,MASPETH,NY,11378,1100000.0,2.0,2.0,Maspeth,840.0,1940.0,http://www.redfin.com/NY/Flushing/53-71-61st-St-11378/home/28604428,40.727908899999996,-73.903762,81.0,530,15452,110,2010,60,49,40,2,0,151,907.0,34053.0,13268.8,35,21,1.2131038530731344,9,0.14755223677982043,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1100000.0,4.0,2.5,Maspeth,2150.9747899159665,1930.0,http://www.redfin.com/NY/Flushing/58-32-69th-Pl-11378/home/20902647,40.72414000000001,-73.893242,91.0,530,16185,110,2010,54,49,34,2,1,140,758.0,34053.0,13268.8,32,21,0.9012157701842006,15,0.17038717131748624,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1125000.0,5.0,3.0,Maspeth,2338.847457627119,1920.0,http://www.redfin.com/NY/Flushing/61-46-56th-Dr-11378/home/20909358,40.723385,-73.902825,101.0,530,15987,110,2010,58,53,40,5,1,157,967.0,34053.0,13268.8,36,23,1.0800434715605893,17,0.3660951538779463,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1198000.0,5.0,2.0,Middle Village,1976.0,1920.0,http://www.redfin.com/NY/Flushing/59-12-71st-St-11378/home/20904186,40.724469899999995,-73.890343,101.0,530,16043,112,768,52,43,30,2,1,128,663.0,34053.0,13268.8,31,18,0.9044381110890658,14,0.2567118928085496,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,1149999.0,7.0,3.0,Maspeth,1840.0,1920.0,http://www.redfin.com/NY/Flushing/59-38-58th-Rd-11378/home/20906883,40.720223,-73.906862,101.0,530,15513,83,2270,59,57,42,6,2,166,1015.0,34053.0,13268.8,39,22,1.0907960536251056,38,0.3501831645563335,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,2190000.0,7.0,4.5,Maspeth,5431.777777777777,1970.0,http://www.redfin.com/NY/Flushing/55-16-69th-St-11378/home/168292278,40.7273266,-73.895678,51.0,530,16205,110,2010,54,50,31,2,1,138,740.0,34053.0,13268.8,35,19,1.1461379180189988,14,0.08742559809575817,7.0
Condo/Co-op,MASPETH,NY,11378,319000.0,2.0,1.0,Ridgewood Gardens,1002.4694280078895,1956.0,http://www.redfin.com/NY/Maspeth/52-54-65th-Pl-11378/unit-UGJ/home/169622229,40.732014,-73.90031970000003,65.0,530,16023,110,2010,56,48,38,2,0,144,797.0,34053.0,13268.8,34,20,0.9513564765308715,13,0.32137773050433277,7.0
Condo/Co-op,MASPETH,NY,11378,325000.0,2.0,1.0,Ridgewood Gardens,1002.4694280078895,1956.0,http://www.redfin.com/NY/Flushing/52-24-65th-Pl-11378/unit-1H/home/161384490,40.7327264,-73.9001426,65.0,530,16388,110,2010,56,47,37,2,0,142,779.0,34053.0,13268.8,34,21,0.9041600300446787,16,0.281177657250745,7.0
Condo/Co-op,MASPETH,NY,11378,390000.0,2.0,1.0,Ridgewood Gardens,800.0,1956.0,http://www.redfin.com/NY/Maspeth/52-54-65th-Pl-11378/unit-2K/home/20636705,40.732014,-73.90031970000003,65.0,530,16023,110,2010,56,48,38,2,0,144,797.0,34053.0,13268.8,34,20,0.9513564765308715,13,0.32137773050433277,7.0
Townhouse,MASPETH,NY,11378,649000.0,2.0,1.5,Maspeth,2000.0,1965.0,http://www.redfin.com/NY/Flushing/58-08-63rd-St-11378/home/20906258,40.720732,-73.90216,56.0,530,15695,83,2270,62,54,42,6,2,166,1006.0,34053.0,13268.8,36,21,0.9215244816222521,26,0.2646605518438926,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,750000.0,2.0,3.0,Maspeth,1560.87012987013,1940.0,http://www.redfin.com/NY/Flushing/53-98-63rd-St-11378/home/20911189,40.729067,-73.903155,81.0,530,15217,110,2010,61,48,37,2,0,148,865.0,34053.0,13268.8,35,22,1.144786650417946,9,0.19775585834411186,7.0
Townhouse,MASPETH,NY,11378,750000.0,3.0,2.0,Maspeth,1479.3079754601224,1950.0,http://www.redfin.com/NY/Flushing/70-03-52nd-Ave-11378/home/20908054,40.733789,-73.893858,71.0,530,18267,110,2010,51,42,30,1,0,124,677.0,34053.0,13268.8,32,20,0.8620768711112757,23,0.15530004635191297,7.0
Single Family Residential,MASPETH,NY,11378,749000.0,4.0,2.0,Maspeth,1808.48,1975.0,http://www.redfin.com/NY/Flushing/58-35-58th-Rd-11378/home/20903212,40.723686,-73.894104,46.0,530,15988,110,2010,54,49,35,2,1,141,782.0,34053.0,13268.8,35,21,0.8815685210826587,17,0.1891403055414145,7.0
Townhouse,MASPETH,NY,11378,789000.0,3.0,2.0,Maspeth,1479.3079754601224,1945.0,http://www.redfin.com/NY/Flushing/60-64-71st-St-11378/home/20902788,40.721693,-73.887891,76.0,530,15439,112,768,49,41,28,2,1,121,614.0,34053.0,13268.8,31,17,0.7172926036922483,14,0.4760707827941671,7.0
Single Family Residential,MASPETH,NY,11378,798000.0,3.0,1.5,Maspeth,1406.5691489361704,1925.0,http://www.redfin.com/NY/Flushing/53-99-66th-St-11378/home/20911613,40.728660999999995,-73.898618,96.0,530,15985,110,2010,55,48,35,2,1,141,783.0,34053.0,13268.8,33,20,1.1948919612817708,12,0.26454105279475554,7.0
Townhouse,MASPETH,NY,11378,758000.0,3.0,1.5,Maspeth,1406.5691489361704,1940.0,http://www.redfin.com/NY/Flushing/60-25-70th-St-11378/home/20904424,40.722301,-73.888806,81.0,530,15732,112,768,52,41,29,2,1,125,659.0,34053.0,13268.8,31,18,0.7548487160220302,16,0.4124287742339188,7.0
Single Family Residential,MASPETH,NY,11378,799000.0,3.0,1.0,Maspeth,1498.909090909091,1950.0,http://www.redfin.com/NY/Flushing/58-03-63rd-St-11378/home/20901902,40.720889,-73.901624,71.0,530,15792,83,2270,59,53,42,5,2,161,979.0,34053.0,13268.8,36,22,0.9094884375423331,23,0.274967790581219,7.0
Townhouse,MASPETH,NY,11378,799000.0,3.0,1.0,Maspeth,1498.909090909091,1940.0,http://www.redfin.com/NY/Maspeth/63-12-53rd-Dr-11378/home/20912720,40.728969,-73.902345,81.0,530,15135,110,2010,59,47,36,2,0,144,841.0,34053.0,13268.8,35,22,1.1520110284464498,9,0.23455617810526075,7.0
Single Family Residential,FLUSHING,NY,11378,799999.0,3.0,2.0,Flushing,1440.0,1940.0,http://www.redfin.com/NY/Flushing/60-36-70th-St-11378/home/20905233,40.721849,-73.889104,81.0,608,15612,112,768,52,41,30,2,1,126,668.0,34053.0,13268.8,31,21,0.722927992638994,16,0.4238688540341102,7.0
Townhouse,MASPETH,NY,11378,765000.0,2.0,2.0,Maspeth,1189.2444649446495,1945.0,http://www.redfin.com/NY/Flushing/53-64-62nd-St-11378/home/20911161,40.7303252,-73.9032235,76.0,530,14926,110,2010,58,49,36,2,0,145,827.0,34053.0,13268.8,36,22,1.057865494816399,8,0.24471998607596435,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,790000.0,5.0,3.0,Maspeth,2338.847457627119,1940.0,http://www.redfin.com/NY/Flushing/60-17-59th-Ave-11378/home/20906547,40.719097,-73.90610600000002,81.0,530,15299,83,2270,60,55,43,6,2,166,1010.0,34053.0,13268.8,39,20,1.0153297572423434,48,0.2714422907242576,7.0
Townhouse,MASPETH,NY,11378,809000.0,3.0,4.0,Maspeth,1957.4622641509436,1930.0,http://www.redfin.com/NY/Flushing/62-31-60th-Ave-11378/home/20905840,40.71744,-73.901196,91.0,530,14874,83,2270,59,56,42,6,2,165,1005.0,34053.0,13268.8,36,19,0.7372032120040568,52,0.04830833473135859,7.0
